filename,calendar_date,boost_id,lab_id,opath,npath,new_filepath,source_file_path
sub-7009_ses-1_accel.csv,2024-08-07,7009,1117,sub-7009_ses-1_accel.csv,1117 (2024-08-07)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1117 (2024-08-07)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7009/accel/sub-7009_ses-1_accel.csv
sub-6022_ses-1_accel.csv,2023-06-06,6022,1108,sub-6022_ses-1_accel.csv,1108 (2023-06-06)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1108 (2023-06-06)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6022/accel/sub-6022_ses-1_accel.csv
sub-7035_ses-1_accel.csv,2024-11-04,7035,1148,sub-7035_ses-1_accel.csv,1148 (2024-11-04)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1148 (2024-11-04)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7035/accel/sub-7035_ses-1_accel.csv
sub-7026_ses-1_accel.csv,2024-10-24,7026,1138,sub-7026_ses-1_accel.csv,1138 (2024-10-24)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1138 (2024-10-24)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7026/accel/sub-7026_ses-1_accel.csv
sub-7021_ses-1_accel.csv,2024-10-02,7021,1132,sub-7021_ses-1_accel.csv,1132 (2024-10-02)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1132 (2024-10-02)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7021/accel/sub-7021_ses-1_accel.csv
sub-7019_ses-1_accel.csv,2024-09-24,7019,1130,sub-7019_ses-1_accel.csv,1130 (2024-09-24)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1130 (2024-09-24)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7019/accel/sub-7019_ses-1_accel.csv
sub-6013_ses-1_accel.csv,2023-05-18,6013,1098,sub-6013_ses-1_accel.csv,1098 (2023-05-18)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1098 (2023-05-18)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6013/accel/sub-6013_ses-1_accel.csv
sub-6013_ses-2_accel.csv,2024-08-14,6013,1098,sub-6013_ses-2_accel.csv,1098 (2024-08-14)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1098 (2024-08-14)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6013/accel/sub-6013_ses-2_accel.csv
sub-7032_ses-1_accel.csv,2024-11-12,7032,1144,sub-7032_ses-1_accel.csv,1144 (2024-11-12)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1144 (2024-11-12)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7032/accel/sub-7032_ses-1_accel.csv
sub-7030_ses-1_accel.csv,2024-10-24,7030,1142,sub-7030_ses-1_accel.csv,1142 (2024-10-24)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1142 (2024-10-24)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7030/accel/sub-7030_ses-1_accel.csv
sub-6011_ses-1_accel.csv,2023-02-21,6011,1093,sub-6011_ses-1_accel.csv,1093 (2023-02-21)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1093 (2023-02-21)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6011/accel/sub-6011_ses-1_accel.csv
sub-6011_ses-2_accel.csv,2023-05-16,6011,1093,sub-6011_ses-2_accel.csv,1093 (2023-05-16)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1093 (2023-05-16)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6011/accel/sub-6011_ses-2_accel.csv
sub-6011_ses-3_accel.csv,2024-08-09,6011,1093,sub-6011_ses-3_accel.csv,1093 (2024-08-09)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1093 (2024-08-09)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6011/accel/sub-6011_ses-3_accel.csv
sub-7002_ses-1_accel.csv,2024-08-07,7002,1112,sub-7002_ses-1_accel.csv,1112 (2024-08-07)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1112 (2024-08-07)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7002/accel/sub-7002_ses-1_accel.csv
sub-7023_ses-1_accel.csv,2024-10-02,7023,1135,sub-7023_ses-1_accel.csv,1135 (2024-10-02)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1135 (2024-10-02)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7023/accel/sub-7023_ses-1_accel.csv
sub-7029_ses-1_accel.csv,2024-11-05,7029,1141,sub-7029_ses-1_accel.csv,1141 (2024-11-05)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1141 (2024-11-05)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7029/accel/sub-7029_ses-1_accel.csv
sub-7016_ses-1_accel.csv,2024-09-03,7016,1121,sub-7016_ses-1_accel.csv,1121 (2024-09-03)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1121 (2024-09-03)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7016/accel/sub-7016_ses-1_accel.csv
sub-7024_ses-1_accel.csv,2024-10-11,7024,1136,sub-7024_ses-1_accel.csv,1136 (2024-10-11)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1136 (2024-10-11)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7024/accel/sub-7024_ses-1_accel.csv
sub-6016_ses-1_accel.csv,2023-05-22,6016,1102,sub-6016_ses-1_accel.csv,1102 (2023-05-22)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1102 (2023-05-22)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6016/accel/sub-6016_ses-1_accel.csv
sub-6018_ses-1_accel.csv,2023-05-23,6018,1103,sub-6018_ses-1_accel.csv,1103 (2023-05-23)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1103 (2023-05-23)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6018/accel/sub-6018_ses-1_accel.csv
sub-6012_ses-1_accel.csv,2023-05-18,6012,1097,sub-6012_ses-1_accel.csv,1097 (2023-05-18)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1097 (2023-05-18)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6012/accel/sub-6012_ses-1_accel.csv
sub-7033_ses-1_accel.csv,2024-11-06,7033,1145,sub-7033_ses-1_accel.csv,1145 (2024-11-06)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1145 (2024-11-06)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7033/accel/sub-7033_ses-1_accel.csv
sub-6020_ses-1_accel.csv,2023-05-25,6020,1105,sub-6020_ses-1_accel.csv,1105 (2023-05-25)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1105 (2023-05-25)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6020/accel/sub-6020_ses-1_accel.csv
sub-7001_ses-1_accel.csv,2024-09-05,7001,1111,sub-7001_ses-1_accel.csv,1111 (2024-09-05)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1111 (2024-09-05)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7001/accel/sub-7001_ses-1_accel.csv
sub-7020_ses-1_accel.csv,2024-10-08,7020,1131,sub-7020_ses-1_accel.csv,1131 (2024-10-08)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1131 (2024-10-08)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7020/accel/sub-7020_ses-1_accel.csv
sub-7012_ses-1_accel.csv,2024-08-29,7012,1116,sub-7012_ses-1_accel.csv,1116 (2024-08-29)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1116 (2024-08-29)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7012/accel/sub-7012_ses-1_accel.csv
sub-7015_ses-1_accel.csv,2024-08-13,7015,1120,sub-7015_ses-1_accel.csv,1120 (2024-08-13)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1120 (2024-08-13)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7015/accel/sub-7015_ses-1_accel.csv
sub-7062_ses-1_accel.csv,2022-04-21,7062,1043,sub-7062_ses-1_accel.csv,1043 (2022-04-21)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1043 (2022-04-21)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7062/accel/sub-7062_ses-1_accel.csv
sub-7027_ses-1_accel.csv,2024-11-08,7027,1139,sub-7027_ses-1_accel.csv,1139 (2024-11-08)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1139 (2024-11-08)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7027/accel/sub-7027_ses-1_accel.csv
sub-7006_ses-1_accel.csv,2024-08-05,7006,1115,sub-7006_ses-1_accel.csv,1115 (2024-08-05)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1115 (2024-08-05)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7006/accel/sub-7006_ses-1_accel.csv
sub-7043_ses-1_accel.csv,2025-01-27,7043,1174,sub-7043_ses-1_accel.csv,1174 (2025-01-27)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1174 (2025-01-27)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7043/accel/sub-7043_ses-1_accel.csv
sub-7034_ses-1_accel.csv,2024-11-14,7034,1147,sub-7034_ses-1_accel.csv,1147 (2024-11-14)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1147 (2024-11-14)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7034/accel/sub-7034_ses-1_accel.csv
sub-6015_ses-1_accel.csv,2023-05-24,6015,1101,sub-6015_ses-1_accel.csv,1101 (2023-05-24)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1101 (2023-05-24)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6015/accel/sub-6015_ses-1_accel.csv
