filename,calendar_date,boost_id,lab_id,opath,npath,new_filepath,source_file_path
sub-7004_ses-1_accel.csv,2024-09-04,7004,1114,sub-7004_ses-1_accel.csv,1114 (2024-09-04)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1114 (2024-09-04)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7004/accel/sub-7004_ses-1_accel.csv
sub-6017_ses-1_accel.csv,2023-05-30,6017,1106,sub-6017_ses-1_accel.csv,1106 (2023-05-30)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1106 (2023-05-30)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6017/accel/sub-6017_ses-1_accel.csv
sub-7017_ses-1_accel.csv,2024-08-22,7017,1122,sub-7017_ses-1_accel.csv,1122 (2024-08-22)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1122 (2024-08-22)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7017/accel/sub-7017_ses-1_accel.csv
sub-7025_ses-1_accel.csv,2024-10-11,7025,1137,sub-7025_ses-1_accel.csv,1137 (2024-10-11)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1137 (2024-10-11)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7025/accel/sub-7025_ses-1_accel.csv
sub-7028_ses-1_accel.csv,2024-10-28,7028,1140,sub-7028_ses-1_accel.csv,1140 (2024-10-28)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1140 (2024-10-28)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7028/accel/sub-7028_ses-1_accel.csv
sub-7022_ses-1_accel.csv,2024-10-01,7022,1133,sub-7022_ses-1_accel.csv,1133 (2024-10-01)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1133 (2024-10-01)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7022/accel/sub-7022_ses-1_accel.csv
sub-7010_ses-1_accel.csv,2024-08-09,7010,1118,sub-7010_ses-1_accel.csv,1118 (2024-08-09)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1118 (2024-08-09)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7010/accel/sub-7010_ses-1_accel.csv
sub-7031_ses-1_accel.csv,2024-12-18,7031,1155,sub-7031_ses-1_accel.csv,1155 (2024-12-18)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1155 (2024-12-18)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7031/accel/sub-7031_ses-1_accel.csv
sub-6010_ses-1_accel.csv,2023-05-12,6010,1099,sub-6010_ses-1_accel.csv,1099 (2023-05-12)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1099 (2023-05-12)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-6010/accel/sub-6010_ses-1_accel.csv
sub-7003_ses-1_accel.csv,2024-08-20,7003,1113,sub-7003_ses-1_accel.csv,1113 (2024-08-20)RAW.csv,/Volumes/VossLab/Repositories/Accelerometer_Data/1113 (2024-08-20)RAW.csv,/Volumes/vosslabhpc/Projects/BOOST/ObservationalStudy/3-experiment/data/act-obs-test/sub-7003/accel/sub-7003_ses-1_accel.csv
